Title,Organization,Level,Ratings,Decription,Skills,Completion Time,Instructor,Cost,Link,short summary
IBM DevOps and Software Engineering,IBM,Beginner,4.6,"Develop  a DevOps mindset, practice Agile philosophy & Scrum methodology -  essential to succeed in the era of Cloud Native Software Engineering,Develop  a DevOps mindset, practice Agile philosophy & Scrum methodology -  essential to succeed in the era of Cloud Native Software Engineering,Create applications using Python  language, using various programming constructs and logic, including functions, REST APIs, and  libraries,Create applications using Python  language, using various programming constructs and logic, including functions, REST APIs, and  libraries,Build applications composed of microservices and deploy using containers (e.g. Docker, Kubernetes, and OpenShift) & serverless technologies,Build applications composed of microservices and deploy using containers (e.g. Docker, Kubernetes, and OpenShift) & serverless technologies,Employ tools for automation, continuous integration (CI) and continuous deployment (CD) including Chef, Puppet, GitHub Actions, Tekton and  Travis. ,Employ tools for automation, continuous integration (CI) and continuous deployment (CD) including Chef, Puppet, GitHub Actions, Tekton and  Travis. ,"," DevOps, Software Engineering, Cloud Computing, Computer Programming, Application Development, Software Architecture, Cloud Applications, Continuous Delivery, Continuous Integration, Python Programming, Software Engineering Tools, Software Testing, Agile Software Development, Security Engineering, Cloud Infrastructure, Kubernetes, Programming Principles, Cloud-Based Integration, Microarchitecture, Cloud Platforms, Communication, IBM Cloud, Scrum (Software Development), Software Security, Systems Design, Distributed Computing Architecture, Cloud Storage, Docker (Software), Linux, User Experience Design, Collaboration, Leadership and Management, Data Analysis, Mergers & Acquisitions",3 - 6 Months,John Rofrano,FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/professional-certificates/devops-and-software-engineering,"Develop  a DevOps mindset, practice Agile philosophy & Scrum methodology -  essential to succeed in the era of Cloud Native Software Engineering. Build applications composed of microservices and deploy using containers (e.g. Docker, Kubernetes, and OpenShift) & serverless technologies."
Introduction to Data Science,IBM,Beginner,4.6,"Describe what data science and machine learning are, their applications & use cases, and various types of tasks performed by data scientists  ,Describe what data science and machine learning are, their applications & use cases, and various types of tasks performed by data scientists  ,,,Gain hands-on familiarity with common data science tools including JupyterLab, R Studio, GitHub and Watson Studio ,Gain hands-on familiarity with common data science tools including JupyterLab, R Studio, GitHub and Watson Studio ,,,Develop the mindset to work like a data scientist, and follow a methodology to tackle different types of data science problems,Develop the mindset to work like a data scientist, and follow a methodology to tackle different types of data science problems,,,Write SQL statements and query Cloud databases using Python from Jupyter notebooks,Write SQL statements and query Cloud databases using Python from Jupyter notebooks,,,"," Data Science, Python Programming, Data Analysis, Data Management, R Programming, Computer Programming, Database Application, Database Design, Databases, Professional Development, SQL, Data Model, Machine Learning, Statistical Machine Learning, Big Data, Cloud Computing, Data Mining, Deep Learning, IBM Cloud, Regression, Writing",3 - 6 Months,Romeo Kienzler,FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/specializations/introduction-data-science,"Describe what data science and machine learning are, their applications & use cases, and various types of tasks performed by data scientists  ,Describe what data science and machine learning are, their applications & use cases, and various types of tasks performed by data scientists  ,,,Gain hands-on familiarity with common data science tools including JupyterLab, R Studio, GitHub and Watson Studio ,Gain hands-on familiarity with common data science tools including JupyterLab, R Studio, GitHub and Watson Studio ,,,Develop the mindset to work like a data scientist, and follow a methodology to tackle different types of data science problems,Develop the mindset to work like a data scientist, and follow a methodology to tackle different types of data science problems,,,Write SQL statements and query Cloud databases using Python from Jupyter notebooks,Write SQL statements and query Cloud databases using Python from Jupyter notebooks,,,"
IBM Full Stack Software Developer,IBM,Beginner,4.6,"Master the most up-to-date practical skills and tools that full stack developers use in their daily roles,Master the most up-to-date practical skills and tools that full stack developers use in their daily roles,Learn how to deploy and scale applications using Cloud Native methodologies and tools such as Containers, Kubernetes, Microservices, and Serverless,Learn how to deploy and scale applications using Cloud Native methodologies and tools such as Containers, Kubernetes, Microservices, and Serverless,Develop software with front-end development languages and tools such as HTML, CSS, JavaScript, React, and Bootstrap,Develop software with front-end development languages and tools such as HTML, CSS, JavaScript, React, and Bootstrap,Build your GitHub portfolio by applying your skills to multiple labs and hands-on projects, including a capstone,Build your GitHub portfolio by applying your skills to multiple labs and hands-on projects, including a capstone,"," Cloud Computing, Cloud Applications, IBM Cloud, Cloud Infrastructure, DevOps, Cloud Platforms, Computer Programming, Javascript, Python Programming, Cloud Management, Web Development, Software Architecture, Application Development, Cloud API, Cloud-Based Integration, Software Engineering, Microarchitecture, Cloud Storage, Continuous Delivery, Continuous Integration, Full-Stack Web Development, Software As A Service, Distributed Computing Architecture, Docker (Software), Kubernetes, Software Engineering Tools, Software Testing, Programming Principles, Django (Web Framework), NoSQL, SQL, Collaboration, Computer Science, Data Analysis, Front-End Web Development, Leadership and Management, Mergers & Acquisitions, React (web framework)",3 - 6 Months,IBM Skills Network Team,FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/professional-certificates/ibm-full-stack-cloud-developer,"Master the most up-to-date practical skills and tools that full stack developers use in their daily roles,Master the most up-to-date practical skills and tools that full stack developers use in their daily roles,Learn how to deploy and scale applications using Cloud Native methodologies and tools such as Containers, Kubernetes, Microservices, and Serverless,Learn how to deploy and scale applications using Cloud Native methodologies and tools such as Containers, Kubernetes, Microservices, and Serverless,Develop software with front-end development languages and tools such as HTML, CSS, JavaScript, React, and Bootstrap,Develop software with front-end development languages and tools such as HTML, CSS, JavaScript, React, and Bootstrap,Build your GitHub portfolio by applying your skills to multiple labs and hands-on projects, including a capstone,Build your GitHub portfolio by applying your skills to multiple labs and hands-on projects, including a capstone,"
Key Technologies for Business,IBM,Beginner,4.7,"Understand key technologies driving modern businesses and have meaningful conversations around Cloud, Data and AI, and related buzzwords,Understand key technologies driving modern businesses and have meaningful conversations around Cloud, Data and AI, and related buzzwords,Gain Foundational Knowledge of Cloud Computing, Public/Private/Hybrid Clouds, IaaS/PaaS/SaaS, VMs, Cloud Storage & Cloud Native practices like DevOps,Gain Foundational Knowledge of Cloud Computing, Public/Private/Hybrid Clouds, IaaS/PaaS/SaaS, VMs, Cloud Storage & Cloud Native practices like DevOps,Describe Artificial Intelligence, Machine Learning, Deep Learning, Neural Networks, their impact on society, and our future in an AI enabled world,Describe Artificial Intelligence, Machine Learning, Deep Learning, Neural Networks, their impact on society, and our future in an AI enabled world,Outline what is Data Science, tasks that a Data Scientist performs, and how Data Science is revolutionizing virtually all industries and businesses ,Outline what is Data Science, tasks that a Data Scientist performs, and how Data Science is revolutionizing virtually all industries and businesses ,"," Algorithms, Applied Machine Learning, Artificial Neural Networks, Computer Vision, Deep Learning, Human Learning, Machine Learning, Machine Learning Algorithms, Machine Learning Software, Cloud Computing, Critical Thinking, Big Data, Data Analysis, Cloud Applications, Cloud Infrastructure, Cloud Platforms, Cloud Storage, DevOps, Data Mining, IBM Cloud, Data Science, Regression, Writing",3 - 6 Months,Alex Aklson,FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/specializations/key-technologies-for-business,"Understand key technologies driving modern businesses and have meaningful conversations around Cloud, Data and AI, and related buzzwords. Gain Foundational Knowledge of Cloud Computing, Public/Private/Hybrid Clouds. Describe Artificial Intelligence, Machine Learning, Deep Learning, Neural Networks, their impact on society, and our future in an AI enabled world. Outline what is Data Science, tasks that a Data Scientist performs."
Data Science Fundamentals with Python and SQL,IBM,Beginner,4.6,"Working knowledge of Data Science Tools such as Jupyter Notebooks, R Studio, GitHub, Watson Studio,Working knowledge of Data Science Tools such as Jupyter Notebooks, R Studio, GitHub, Watson Studio,Python programming basics including data structures, logic, working with files, invoking APIs, and libraries such as Pandas and Numpy,Python programming basics including data structures, logic, working with files, invoking APIs, and libraries such as Pandas and Numpy,Statistical Analysis techniques including  Descriptive Statistics, Data Visualization, Probability Distribution, Hypothesis Testing and Regression,Statistical Analysis techniques including  Descriptive Statistics, Data Visualization, Probability Distribution, Hypothesis Testing and Regression,Relational Database fundamentals including SQL query language, Select statements, sorting & filtering, database functions, accessing multiple tables,Relational Database fundamentals including SQL query language, Select statements, sorting & filtering, database functions, accessing multiple tables,"," Python Programming, Data Analysis, General Statistics, Probability & Statistics, Basic Descriptive Statistics, Statistical Analysis, Statistical Tests, Mathematical Theory & Analysis, Statistical Programming, Computer Programming, Data Visualization, Data Science, Probability Distribution, R Programming, Data Management, Database Application, Database Design, Databases, Professional Development, SQL, Cloud Computing, IBM Cloud",3 - 6 Months,Murtaza Haider,FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/specializations/data-science-fundamentals-python-sql,"Working knowledge of Data Science Tools such as Jupyter Notebooks, R Studio, GitHub, Watson Studio. Python programming basics including data structures, logic, working with files, invoking APIs, and libraries such as Pandas and Numpy.Statistical Analysis techniques including  Descriptive Statistics, Data Visualization, Probability Distribution, Hypothesis Testing and Regression."
IBM Data Engineering,IBM,Beginner,4.6,"Master the most up-to-date practical skills and knowledge data engineers use in their daily roles,Master the most up-to-date practical skills and knowledge data engineers use in their daily roles,Learn to create, design, & manage relational databases & apply database administration (DBA) concepts to RDBMSs such as MySQL, PostgreSQL, & IBM Db2 ,Learn to create, design, & manage relational databases & apply database administration (DBA) concepts to RDBMSs such as MySQL, PostgreSQL, & IBM Db2 ,Develop working knowledge of NoSQL & Big Data using MongoDB, Cassandra, Cloudant, Hadoop, Apache Spark, Spark SQL, Spark ML, and Spark Streaming ,Develop working knowledge of NoSQL & Big Data using MongoDB, Cassandra, Cloudant, Hadoop, Apache Spark, Spark SQL, Spark ML, and Spark Streaming ,Implement ETL & Data Pipelines with Bash, Airflow & Kafka; architect, populate, deploy Data Warehouses; create BI reports & interactive dashboards ,Implement ETL & Data Pipelines with Bash, Airflow & Kafka; architect, populate, deploy Data Warehouses; create BI reports & interactive dashboards ,"," Data Management, Databases, Database Administration, Extract, Transform, Load, Big Data, SQL, Python Programming, Apache, Database Design, Distributed Computing Architecture, Data Architecture, Database Application, NoSQL, Data Structures, Data Model, Data Warehousing, Cloud Computing, Database Theory, Data Engineering, Data Visualization, Computer Programming, IBM Cloud, Data Mining, Machine Learning, Data Analysis, Leadership and Management, Process Analysis, Kubernetes, Professional Development, System Programming, PostgreSQL, Operational Analysis, Business Intelligence, Data Visualization Software, Linux, Network Security, Statistical Programming, Data Science",3 - 6 Months,IBM Skills Network Team,FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/professional-certificates/ibm-data-engineer,"Master the most up-to-date practical skills and knowledge data engineers use in their daily roles. Learn to create, design, & manage relational databases & apply database administration (DBA) concepts to RDBMSs. Develop working knowledge of NoSQL & Big Data using MongoDB, Cassandra, Cloudant, Hadoop, Apache Spark, Spark SQL, Spark ML, and Spark Streaming."
IBM & Darden Digital Strategy,University of Virginia Darden School Foundation,Beginner,4.7,"Understand the value of data and how the rapid growth of technologies such as artificial intelligence and cloud computing are transforming business. ,Understand the value of data and how the rapid growth of technologies such as artificial intelligence and cloud computing are transforming business. ,"," Business Analysis, Business Transformation, Strategy, Data Analysis, Cloud Computing, Strategy and Operations, Applied Machine Learning, Big Data, Data Visualization, Deep Learning, Entrepreneurship, Leadership and Management, Research and Design, Algorithms, Artificial Neural Networks, Computer Vision, Human Learning, Innovation, Machine Learning, Machine Learning Algorithms, Machine Learning Software, Marketing, Sales, Critical Thinking, Data Structures, Market Analysis, Business Design, Business Development, Customer Analysis, Product Strategy, Data Management, Data Mining, Databases, Python Programming, SQL, Cloud Applications, Cloud Infrastructure, Cloud Platforms, Cloud Storage, Data Science, DevOps, IBM Cloud, NoSQL, Microsoft Excel",3 - 6 Months,Michael Lenox,FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/specializations/digital-strategy,"Understand the value of data and how the rapid growth of technologies such as artificial intelligence and cloud computing are transforming business. ,Understand the value of data and how the rapid growth of technologies such as artificial intelligence and cloud computing are transforming business. ,"
Data Engineering Foundations,IBM,Beginner,4.6,"Working knowledge of Data Engineering Ecosystem and Lifecycle. Viewpoints and tips from Data professionals on starting a career in this domain.,Working knowledge of Data Engineering Ecosystem and Lifecycle. Viewpoints and tips from Data professionals on starting a career in this domain.,,,Python programming basics including data structures, logic, working with files, invoking APIs, using libraries such as Pandas and Numpy, doing ETL.,Python programming basics including data structures, logic, working with files, invoking APIs, using libraries such as Pandas and Numpy, doing ETL.,,,Relational Database fundamentals including Database Design, Creating Schemas, Tables, Constraints, and working with MySQL, PostgreSQL & IBM Db2.,Relational Database fundamentals including Database Design, Creating Schemas, Tables, Constraints, and working with MySQL, PostgreSQL & IBM Db2.,,,SQL query language, SELECT, INSERT, UPDATE, DELETE statements, database functions, stored procs, working with multiple tables, JOINs, & transactions.,SQL query language, SELECT, INSERT, UPDATE, DELETE statements, database functions, stored procs, working with multiple tables, JOINs, & transactions.,"," Data Management, Python Programming, Databases, Data Structures, Data Engineering, Database Application, SQL, Database Administration, Database Design, Extract, Transform, Load, Computer Programming, Data Architecture, Database Theory, Data Mining, Data Model, Data Analysis, Leadership and Management, Professional Development, Data Warehousing, PostgreSQL, Big Data, IBM Cloud, Network Security, NoSQL, Cloud Computing, Data Science",3 - 6 Months,Abhishek Gagneja,FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/specializations/data-engineering-foundations,"Python programming basics including data structures, logic, working with files, invoking APIs, using libraries such as Pandas and Numpy, doing ETL. Relational Database fundamentals including Database Design, Creating Schemas, Tables, Constraints. Working knowledge of Data Engineering Ecosystem and Lifecycle."
Applied Data Science,IBM,Beginner,4.6,"Develop an understanding of Python fundamentals,Develop an understanding of Python fundamentals,,,Gain practical Python skills and apply them to data analysis,Gain practical Python skills and apply them to data analysis,,,Communicate data insights effectively through data visualizations,Communicate data insights effectively through data visualizations,,,Create a project demonstrating your understanding of applied data science techniques and tools,Create a project demonstrating your understanding of applied data science techniques and tools,,,"," Python Programming, Data Analysis, Machine Learning, Algorithms, Computer Programming, Data Science, Data Visualization, Exploratory Data Analysis, General Statistics, Machine Learning Algorithms, Plot (Graphics), Probability & Statistics, Regression",3 - 6 Months,Dr. Pooja,FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/specializations/applied-data-science,"Develop an understanding of Python fundamentals,Develop an understanding of Python fundamentals,,,Gain practical Python skills and apply them to data analysis,Gain practical Python skills and apply them to data analysis,,,Communicate data insights effectively through data visualizations,Communicate data insights effectively through data visualizations,,,Create a project demonstrating your understanding of applied data science techniques and tools,Create a project demonstrating your understanding of applied data science techniques and tools,,,"
IBM AI Foundations for Business,IBM ,Beginner,4.7,"Artificial Intelligence (AI),Data Science,Leadership,Information Technology (IT) Architecture,Data Architecture,"," Machine Learning, Machine Learning Algorithms, Data Analysis, Deep Learning, Applied Machine Learning, Data Management, Leadership and Management, Algorithms, Artificial Neural Networks, Computer Vision, Human Learning, Machine Learning Software, Business Process Management, Data Architecture, Strategy and Operations, Critical Thinking, Business Transformation, Strategy, Big Data, Innovation, Data Mining, Data Science, Regression, Writing",3 - 6 Months,Alex Aklson,FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/specializations/ibm-ai-foundations-for-business,"Artificial Intelligence (AI),Data Science,Leadership,Information Technology (IT) Architecture,Data Architecture,"
IBM Back-End Development,IBM,Beginner,4.6," Master the most up-to-date practical skills and knowledge that back-end developers use in their daily roles, Master the most up-to-date practical skills and knowledge that back-end developers use in their daily roles,Learn to deploy and scale applications using methodologies and tools, Docker, Kubernetes, microservices, and serverless functions,Learn to deploy and scale applications using methodologies and tools, Docker, Kubernetes, microservices, and serverless functions,Write back-end applications with object-oriented programming languages including server-side Python while using version control and package managers,Write back-end applications with object-oriented programming languages including server-side Python while using version control and package managers,Employ continuous integration / continuous development (CI/CD) and monitoring methodologies to facilitate software development life-cycle automation,Employ continuous integration / continuous development (CI/CD) and monitoring methodologies to facilitate software development life-cycle automation,"," Software Engineering, Application Development, Software Architecture, Computer Programming, Python Programming, Software Engineering Tools, Cloud Applications, DevOps, Security Engineering, Cloud Computing, Programming Principles, Cloud Infrastructure, Cloud-Based Integration, Microarchitecture, Agile Software Development, Communication, IBM Cloud, Kubernetes, Software Security, Systems Design, Distributed Computing Architecture, Software Testing, Docker (Software), Linux, User Experience Design, Web Development, Collaboration, Leadership and Management, Data Analysis, Django (Web Framework), Mergers & Acquisitions, SQL",3 - 6 Months,John Rofrano,FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/professional-certificates/ibm-backend-development,"Learn to deploy and scale applications using methodologies and tools, Docker, Kubernetes, microservices, and serverless functions. Write back-end applications with object-oriented programming languages including server-side Python while using version control and package managers. Employ continuous integration / continuous development and monitoring methodologies to facilitate software development life-cycle automation."
