Title,Organization,Level,Ratings,Decription,Skills,Completion Time,Instructor,Cost,Link
Dirección y Gestión de Negocios,Universidad de Palermo,Beginner,4.8,"Importancia del desarrollo estratégico y del marketing.,Importancia del desarrollo estratégico y del marketing.,Sistemas ágiles de gestión.,Sistemas ágiles de gestión.,Management de sistemas de información y procesos, integración de la tecnología con el negocio de la empresa.,Management de sistemas de información y procesos, integración de la tecnología con el negocio de la empresa.,"," Communication, Marketing, Organizational Development, Process Analysis, Strategy, Business Communication, Business Intelligence, Decision Making, Leadership and Management, Negotiation, Persona Research, Continuous Integration, Culture, Econometrics, Human Resources, Innovation, Operational Analysis, Planning, Project Management, Strategy and Operations, Marketing Design, Marketing Management, Probability & Statistics, Probability Distribution, Behavioral Economics, Brand Management, Cloud Load Balancing, Computational Logic, Customer Analysis, Extract, Transform, Load, Finance, General Statistics, Market Research, Business, Professional Development",3 - 6 Months,Roberto de Gori,FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/specializations/direccion-y-gestion-de-negocios
Creativity and AI,"Parsons School of Design, The New School",Intermediate,4.5,"Investigate the theories and techniques behind the latest work in artificial creativity, from Ada Lovelace to Open AI,Investigate the theories and techniques behind the latest work in artificial creativity, from Ada Lovelace to Open AI,Conduct design research for the development of innovative products, services, exhibitions, and initiatives,Conduct design research for the development of innovative products, services, exhibitions, and initiatives,Examine the potentials and limitations of creative AI in understanding human creativity,Examine the potentials and limitations of creative AI in understanding human creativity,Apply creativity theories and AI to personal practice, organizational strategies, and economic policies,Apply creativity theories and AI to personal practice, organizational strategies, and economic policies,"," Creativity, Leadership and Management, Research and Design, Machine Learning, Applied Machine Learning, Human Learning, Innovation, Machine Learning Algorithms",3 - 6 Months,Jeongki Lim,FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/specializations/creativity-ai
Product Management: An Introduction,IBM,Beginner,4.6,"Summarize the roles, responsibilities, skills, competencies, and knowledge requirements for a product manager’s success.,Summarize the roles, responsibilities, skills, competencies, and knowledge requirements for a product manager’s success.,Examine the end-to-end product management lifecycle and the role the product manager plays that drives product success.,Examine the end-to-end product management lifecycle and the role the product manager plays that drives product success.,Investigate “value creation” and the contributions of the product manager that potentially add value to a product.,Investigate “value creation” and the contributions of the product manager that potentially add value to a product.,Compare and contrast possible career paths in product management and the certifications that will help you progress in the field.,Compare and contrast possible career paths in product management and the certifications that will help you progress in the field.,"," Leadership and Management, Product Lifecycle, Product Management",3 - 6 Months,Matt Versdahl,FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/learn/product-management-an-introduction
Generative AI in Education,University of Glasgow ,Beginner,4.5,"Understand the fundamentals of generative AI in Education.,Understand the fundamentals of generative AI in Education.,Explore practical examples of a type of Generative AI in Education.,Explore practical examples of a type of Generative AI in Education.,Understand ethical considerations in using generative AI in education.,Understand ethical considerations in using generative AI in education.,Engage in uses of Generative AI and discussion on the impact it could have on the learning experience of all learners.,Engage in uses of Generative AI and discussion on the impact it could have on the learning experience of all learners.,",check out the website in given url for more information,3 - 6 Months,check out the website in given url for more information,FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/learn/generative-ai-in-education
Sustainable Cities,Johns Hopkins University,Intermediate,4.6,"energy efficiency and environmental protection,sustainable neighborhoods,sustainable buildings and green construction,transparency and public involvement,sustainability principles and planning,View all skills,", Planning,3 - 6 Months,William Roper,FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/specializations/sustainablecities
Introduction to Genetics and Evolution,Duke University,Mixed,4.8,"Biology,Genetics,Evolution,Genomics,",check out the website in given url for more information,3 - 6 Months,check out the website in given url for more information,FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/learn/genetics-evolution
Instructional Methods in Health Professions Education,University of Michigan,Intermediate,4.7,"Understand educational theory as it relates to health professions education.,Understand educational theory as it relates to health professions education.,Learn a variety of applied teaching techniques.,Learn a variety of applied teaching techniques.,Share successful teaching strategies.,Share successful teaching strategies.,",check out the website in given url for more information,3 - 6 Months,check out the website in given url for more information,FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/learn/instructional-methods-education
Introduction to Hardware and Operating Systems,IBM,Beginner,4.8,"Demonstrate an understanding of operating system fundamentals. ,Demonstrate an understanding of operating system fundamentals. ,Recognize desktop and laptop hardware components and devices.,Recognize desktop and laptop hardware components and devices.,Identify and describe internal desktop and laptop computer components, interfaces, and peripherals. ,Identify and describe internal desktop and laptop computer components, interfaces, and peripherals. ,Explain basic workstation setup, locate operating system settings, and identify good troubleshooting practices.,Explain basic workstation setup, locate operating system settings, and identify good troubleshooting practices.,"," Operating Systems, Computer Networking, IBM Cloud",3 - 6 Months,IBM Skills Network Team,FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/learn/introduction-to-hardware-and-operating-systems
Financial Planning for Young Adults,University of Illinois at Urbana-Champaign,Beginner,4.6,"Risk Management,Budget,Saving,Investment,"," Finance, Financial Management, Leadership and Management, Planning, Cash Management, Decision Making, Account Management, Budget Management, Financial Analysis, Risk Management",3 - 6 Months,check out the website in given url for more information,FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/learn/financial-planning
Introduction to Data Science in Python,University of Michigan,Intermediate,4.5,"Understand techniques such as lambdas and manipulating csv files,Understand techniques such as lambdas and manipulating csv files,Describe common Python functionality and features used for data science,Describe common Python functionality and features used for data science,Query DataFrame structures for cleaning and processing,Query DataFrame structures for cleaning and processing,Explain distributions, sampling, and t-tests,Explain distributions, sampling, and t-tests,"," Computer Programming, Data Analysis, Data Management, Python Programming, Statistical Programming, Data Mining, Extract, Transform, Load, Computer Programming Tools, Data Structures, Exploratory Data Analysis, General Statistics",3 - 6 Months,Christopher Brooks,FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/learn/python-data-analysis
Introduction to Good Clinical Practice,Novartis,Beginner,4.7,"Explore the clinical trial process, the basics of good clinical practice, and the history of regulatory frameworks for medical treatment and testing.,Explore the clinical trial process, the basics of good clinical practice, and the history of regulatory frameworks for medical treatment and testing.,",check out the website in given url for more information,3 - 6 Months,Novartis Learning,FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/learn/good-clinical-practice-novartis
"Comprendre la France, Advanced French Language & Culture",École Polytechnique,Advanced,5.0,"French Culture,French Speaking World,French Language,French Literature,",check out the website in given url for more information,3 - 6 Months,check out the website in given url for more information,FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/learn/comprendre-la-france-advanced-french-language-culture-c1-c2
International Business,University of Colorado Boulder,Beginner,4.8,"Comprehend and critique global business including trade theories, globalization, political and economic systems, ethics, and international trade law.,Comprehend and critique global business including trade theories, globalization, political and economic systems, ethics, and international trade law.,Apply models of national culture to international marketing and human resource management.,Apply models of national culture to international marketing and human resource management.,Understand methods of organizing international logistics and supply chains and explain foreign currency exchange and its risks.,Understand methods of organizing international logistics and supply chains and explain foreign currency exchange and its risks.,Analyze and evaluate the many modes and methods that businesses can participate in international markets.,Analyze and evaluate the many modes and methods that businesses can participate in international markets.,"," Strategy and Operations, Leadership and Management, Operations Management, Strategy, Marketing, Business Development, Supply Chain and Logistics, Culture, Sales, Supply Chain Systems, Accounting, B2B Sales, Business Transformation, Entrepreneurial Finance, Marketing Management, Organizational Development, Risk Management, Transportation Operations Management, Business Analysis, Entrepreneurship, Market Research, Product Marketing, Regulations and Compliance",3 - 6 Months,Stephen R. Lawrence,FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/specializations/international-business
Customer Relationship Management,Starweaver,Beginner,4.6,"Learners will be able to assess the changing landscape of CRM, identifying key trends and future directions that can impact business strategies.,Learners will be able to assess the changing landscape of CRM, identifying key trends and future directions that can impact business strategies.,Learners will be able to create customer-focused plans that cater to diverse customer needs, enhancing satisfaction and building strong relationships,Learners will be able to create customer-focused plans that cater to diverse customer needs, enhancing satisfaction and building strong relationships,Students leverage data for valuable customer insights, enhancing satisfaction and effective relationship management.,Students leverage data for valuable customer insights, enhancing satisfaction and effective relationship management.,Students apply CRM principles for customer segmentation, loyalty programs, optimized sales, driving retention, and enhancing business performance.,Students apply CRM principles for customer segmentation, loyalty programs, optimized sales, driving retention, and enhancing business performance.,"," Customer Relationship Management, Leadership and Management, Problem Solving",3 - 6 Months,check out the website in given url for more information,FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/learn/customer-relationship-management
Introduction to Comparative Indo-European Linguistics,Universiteit Leiden,Intermediate,4.5,"Investigate the evolution of words and sounds in Indo-European languages  ,Investigate the evolution of words and sounds in Indo-European languages  ,Explain how Indo-European languages are related to each other ,Explain how Indo-European languages are related to each other ,Discuss the interplay between linguistics, archaeology and genetics,Discuss the interplay between linguistics, archaeology and genetics,Explore the oldest written sources of Indo-European languages,Explore the oldest written sources of Indo-European languages,",check out the website in given url for more information,3 - 6 Months,check out the website in given url for more information,FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/learn/comparative-indo-european-linguistics
Algebra: Elementary to Advanced,Johns Hopkins University,Beginner,4.8,"Solving linear, quadratic, polynomial, and exponential equations.,Solving linear, quadratic, polynomial, and exponential equations.,Properties of real, rational, and irrational numbers. ,Properties of real, rational, and irrational numbers. ,Properties of a variety of functions (eg, graphs, domain, range, intercepts, asymptotes) ,Properties of a variety of functions (eg, graphs, domain, range, intercepts, asymptotes) ,Applications of the theory presented to model data, reason logically, and evaluate arguments. ,Applications of the theory presented to model data, reason logically, and evaluate arguments. ,"," Algebra, Mathematics, Problem Solving, Linear Algebra, Applied Mathematics, Critical Thinking, Plot (Graphics), Mathematical Theory & Analysis, Computational Thinking, Decision Making",3 - 6 Months,"Joseph W. Cutrone, PhD",FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/specializations/algebra-elementary-to-advanced
Developing Your Musicianship,Berklee,Beginner,4.8,"Aurally identify musical intervals, chords, and chord progressions,Aurally identify musical intervals, chords, and chord progressions,Write and practice major and minor scales in a variety of keys,Write and practice major and minor scales in a variety of keys,Compose a 12-bar blues with a melody,Compose a 12-bar blues with a melody,Define and discuss harmonic function and modal interchange,Define and discuss harmonic function and modal interchange,", Training,3 - 6 Months,"George W. Russell, Jr.",FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/specializations/musicianship-specialization
How to Play Guitar,Berklee,Beginner,4.8,"Guitar,Music,Guitar scales,Guitar chords,guitar performance,", Creativity,3 - 6 Months,Thaddeus Hogarth,FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/specializations/play-guitar
ASP.NET for Experienced Developers,Board Infinity ,Intermediate,4.0,"Master C# fundamentals and advanced topics like LINQ, delegates, inheritance, and encapsulation to build robust .NET applications. ,Master C# fundamentals and advanced topics like LINQ, delegates, inheritance, and encapsulation to build robust .NET applications. ,Learn backend development using ASP.NET, creating scalable applications using ASP.NET Core, MVC, and Web API for diverse use cases. ,Learn backend development using ASP.NET, creating scalable applications using ASP.NET Core, MVC, and Web API for diverse use cases. ,Understand microservices architecture with .NET Core, focusing on design, implementation, and integration with databases and systems.  ,Understand microservices architecture with .NET Core, focusing on design, implementation, and integration with databases and systems.  ,Learn to utilize Docker for .NET Core applications, streamlining deployment processes and managing applications efficiently. ,Learn to utilize Docker for .NET Core applications, streamlining deployment processes and managing applications efficiently. ,"," Computer Programming, DevOps",3 - 6 Months,Board Infinity,FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/specializations/asp-dot-net-experience
Fundamentals of Business Analysis,Starweaver,Beginner,4.6,"Define and prioritize business analysis tasks within a project scope.  ,Define and prioritize business analysis tasks within a project scope.  ,Develop comprehensive plans for conducting business analysis activities.  ,Develop comprehensive plans for conducting business analysis activities.  ,Identify key stakeholders and establish effective collaboration strategies with them.  ,Identify key stakeholders and establish effective collaboration strategies with them.  ,Collect and document various types of requirements to support project objectives.  ,Collect and document various types of requirements to support project objectives.  ,", Business Analysis,3 - 6 Months,check out the website in given url for more information,FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/learn/fundamentals-of-business-analysis
Spring Framework,LearnQuest,Beginner,3.9,"Spring Framework,Spring Data,Spring Configuration,Netflix OSS,Java Programming,"," Web Development, Computer Programming, Java Programming, Software Framework, Software Architecture, Software Engineering, Application Development, Back-End Web Development, Other Web Frameworks, Programming Principles, Cloud Computing, Cloud Load Balancing, Full-Stack Web Development, Web Development Tools",3 - 6 Months,Derek Parsons,FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/specializations/spring-framework
Blood Film Morphology - A Practical Guide,University of Western Australia,Intermediate,4.9,"After succesfully completing the course, the learner will have achieved an intermediate level of competence in interpreting & analysing blood films.,After succesfully completing the course, the learner will have achieved an intermediate level of competence in interpreting & analysing blood films.,",check out the website in given url for more information,3 - 6 Months,check out the website in given url for more information,FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/learn/blood-film-morphology
Climate Change and Sustainable Investing,EDHEC Business School,Beginner,4.7,"The science of climate change,The science of climate change,The economics of climate change ,The economics of climate change ,The finance of climate change,The finance of climate change,"," Finance, Investment Management, Risk Management, Leadership and Management, Financial Analysis, Banking, Financial Accounting",3 - 6 Months,LIONEL MARTELLINI -EDHEC BUSINESS SCHOOL,FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/specializations/climatechangeandsustainableinvesting
Compensation and Benefits,HRCI,Beginner,4.7,"Evaluate an organization's compensation strategy,Evaluate an organization's compensation strategy,Explain different benefit types and options,Explain different benefit types and options,Evaluate and select an appropriate pay system for an organization's needs,Evaluate and select an appropriate pay system for an organization's needs,"," Benefits, Compensation",3 - 6 Months,Brad Boyson,FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/learn/compensation-and-benefits
BIM Fundamentals for Engineers,National Taiwan University,Beginner,4.7,"Construction Management,Mechanical Engineering,Beam Robotics,Civil Engineering,",check out the website in given url for more information,3 - 6 Months,check out the website in given url for more information,FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/learn/bim-fundamentals
Blockchain: Foundations and Use Cases,ConsenSys Academy,Beginner,4.7,check out the website in given url for more information," BlockChain, Cryptography, Databases, Distributed Computing Architecture, Network Model",3 - 6 Months,check out the website in given url for more information,FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/learn/blockchain-foundations-and-use-cases
MOST from a Conceptual Perspective,New York University,Intermediate,5.0,check out the website in given url for more information,check out the website in given url for more information,3 - 6 Months,check out the website in given url for more information,FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/learn/most-conceptual-perspective
Systems Biology and Biotechnology,Icahn School of Medicine at Mount Sinai,Intermediate,4.4,"Biology,Molecular Biology,Dynamical Systems,Matlab,"," Bioinformatics, Probability & Statistics, Mathematics, Differential Equations, Network Analysis, Graph Theory, Matlab",3 - 6 Months,"Avi Ma’ayan, PhD",FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/specializations/systems-biology
"Teaching with Art: Using Inquiry, Activities, and Themes",The Museum of Modern Art,Intermediate,4.8,"Learn the ways inquiry, activities, and accessible themes can support students’ creative thinking.,Learn the ways inquiry, activities, and accessible themes can support students’ creative thinking.,Explore how to enhance students’ ability to make connections between classroom content and their prior knowledge and experiences. ,Explore how to enhance students’ ability to make connections between classroom content and their prior knowledge and experiences. ,"," Critical Thinking, Creativity",3 - 6 Months,Larissa Raphael,FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/specializations/teaching-with-art
"Project Management Foundations, Initiation, and Planning",SkillUp EdTech,Beginner,4.7,"Compare and contrast predictive and adaptive project management models,Compare and contrast predictive and adaptive project management models,Investigate how to lead effective meetings and how motivating your team can lead to project success,Investigate how to lead effective meetings and how motivating your team can lead to project success,Create planning documents and others that help you scope a project, plan project schedules, and create accurate budgets,Create planning documents and others that help you scope a project, plan project schedules, and create accurate budgets,Apply processes and tools that drive project initiation  ,Apply processes and tools that drive project initiation  ,"," Leadership and Management, Project Management",3 - 6 Months,Skill-Up EdTech Team,FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/learn/project-management-foundations-initiation-and-planning
Habilidades Gerenciales,Universidad Nacional Autónoma de México,Beginner,4.8,"Delegation,Leadership,Coaching,Supervision,"," Leadership and Management, Organizational Development, Strategy, Human Resources, Communication, Strategy and Operations, Emotional Intelligence, People Analysis, Project Management, Collaboration, Human Learning, Planning, Adaptability, Business Process Management, Business Psychology, Persona Research, Change Management, Continuous Integration, Leadership Development, Operational Analysis, Business Analysis, Media Strategy & Planning, Talent Management, Human Resources Operations, Problem Solving",3 - 6 Months,Patricia Benítez Corona ,FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/specializations/habilidades
Gestion de projet de Google,Google,Beginner,4.5,"Votre apprentissage sera fondé sur une compréhension immersive des pratiques et des compétences pour réussir en tant que chef de projet débutant.,Votre apprentissage sera fondé sur une compréhension immersive des pratiques et des compétences pour réussir en tant que chef de projet débutant.,Vous apprendrez à créer une documentation de projet et des artefacts efficaces tout au long des différentes phases d’un projet.,Vous apprendrez à créer une documentation de projet et des artefacts efficaces tout au long des différentes phases d’un projet.,Vous apprendrez les bases de la gestion de projet Agile : la mise en œuvre d’événements, la création d’artefacts et la compréhension des rôles Scrum.,Vous apprendrez les bases de la gestion de projet Agile : la mise en œuvre d’événements, la création d’artefacts et la compréhension des rôles Scrum.,Vous vous exercerez à la communication stratégique, à la résolution de problèmes et à la gestion des partenaires dans le cadre de scénarios concrets.,Vous vous exercerez à la communication stratégique, à la résolution de problèmes et à la gestion des partenaires dans le cadre de scénarios concrets.,"," Business Analysis, Business Development, Communication, Decision Making, Design and Product, Entrepreneurship, Leadership and Management, Planning, Strategy, Strategy and Operations, Data Analysis, Business Psychology, Business Communication, Collaboration, Conflict Management, Resilience, C++ Programming, Compensation, Business Design, Scrum (Software Development)",3 - 6 Months,Google Career Certificates,FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/professional-certificates/gestion-de-projet-de-google
Introduction to Chemistry:  Reactions and Ratios,Duke University,Beginner,4.7,check out the website in given url for more information, Problem Solving,3 - 6 Months,check out the website in given url for more information,FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/learn/intro-chemistry
Machine Learning Introduction for Everyone,IBM,Beginner,4.5,"Compare and contrast artificial intelligence, machine learning, and deep learning ,Compare and contrast artificial intelligence, machine learning, and deep learning ,Explain the machine learning models development lifecycle    ,Explain the machine learning models development lifecycle    ,Differentiate between supervised and unsupervised machine learning   ,Differentiate between supervised and unsupervised machine learning   ,Evaluate classification models using metrics such as accuracy, confusion matrices, precision, and recall,Evaluate classification models using metrics such as accuracy, confusion matrices, precision, and recall,"," Data Analysis, Deep Learning, Human Learning, Machine Learning, Machine Learning Algorithms, Reinforcement Learning",3 - 6 Months,check out the website in given url for more information,FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/learn/machine-learning-introduction-for-everyone
Digital Health,Imperial College London,Intermediate,4.5,check out the website in given url for more information, Big Data,3 - 6 Months,Ana Luisa Neves,FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/specializations/digitalhealth
IBM Data Analyst Capstone Project,IBM,Intermediate,4.6,"Apply different techniques to collect and wrangle data,Apply different techniques to collect and wrangle data,Showcase your Data Analysis and Visualization skills ,Showcase your Data Analysis and Visualization skills ,Create a data analysis report and a compelling presentation,Create a data analysis report and a compelling presentation,Demonstrate proficiency with various Python Libraries,Demonstrate proficiency with various Python Libraries,"," Python Programming, Exploratory Data Analysis, Computer Programming, Data Analysis, Data Visualization, Microsoft Excel, SQL",3 - 6 Months,Rav Ahuja,FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/learn/ibm-data-analyst-capstone-project
Introduction to 3D Modeling,University of Michigan,Beginner,3.7,"Gain interest in 3D design and learning how to use 3D modeling software.,Gain interest in 3D design and learning how to use 3D modeling software.,Utilize 3D surface and 3D solid modeling tools to create and edit more complex designs.,Utilize 3D surface and 3D solid modeling tools to create and edit more complex designs.,Round out your foundational knowledge with 3D rendering and creating 3D printable models.,Round out your foundational knowledge with 3D rendering and creating 3D printable models.,",check out the website in given url for more information,3 - 6 Months,check out the website in given url for more information,FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/learn/introduction-to-3d-modeling
AI in Healthcare Capstone,Stanford University,Mixed,4.6,check out the website in given url for more information," Machine Learning, Leadership and Management",3 - 6 Months,Serena Yeung,FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/learn/ai-in-healthcare-capstone
Spacecraft Dynamics and Control,University of Colorado Boulder,Advanced,4.8,"Apply transport theorem to differentiate vectors, derive frame dependent velocity and acceleration vectors, and solve kinematic particle problems, ,Apply transport theorem to differentiate vectors, derive frame dependent velocity and acceleration vectors, and solve kinematic particle problems, ,Translate between sets of attitude descriptions; add and subtract relative attitude descriptions for the movement of rigid bodies,Translate between sets of attitude descriptions; add and subtract relative attitude descriptions for the movement of rigid bodies,Apply the static stability conditions of a dual-spinner configuration to derive equations of motion for rigid bodies with momentum exchange devices,Apply the static stability conditions of a dual-spinner configuration to derive equations of motion for rigid bodies with momentum exchange devices,Apply Lyapunov method to argue stability and convergence on a range of systems, analyze rigid body control convergence with unmodeled torque,Apply Lyapunov method to argue stability and convergence on a range of systems, analyze rigid body control convergence with unmodeled torque,"," Mathematics, Linear Algebra, Differential Equations, Angular, Mathematical Theory & Analysis, Algebra, Calculus, Geometry, Matlab, Problem Solving, Algorithms, Data Analysis, Spatial Analysis",3 - 6 Months,Hanspeter Schaub,FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/specializations/spacecraft-dynamics-control
The Digital Marketing Revolution,University of Illinois at Urbana-Champaign,Beginner,4.7,check out the website in given url for more information," Business Transformation, Digital Marketing, Market Research, Marketing, Brand Management, Critical Thinking, Innovation, Marketing Design, Media Strategy & Planning, Strategy",3 - 6 Months,Aric Rindfleisch,FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/learn/digital-marketing-revolution
Social Work Practice: Advocating Social Justice and Change,University of Michigan,Beginner,4.8,"Explore the different roles of social workers in a range of settings,Explore the different roles of social workers in a range of settings,Understand the social work profession and the themes and values that guide social work practice,Understand the social work profession and the themes and values that guide social work practice,Follow the history of the field of social work from its beginnings through current challenges,Follow the history of the field of social work from its beginnings through current challenges,", Communication,3 - 6 Months,check out the website in given url for more information,FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/learn/social-work-practice-advocating-social-justice-and-change
International Organizations Management,University of Geneva,Beginner,4.8,check out the website in given url for more information," Entrepreneurship, Leadership and Management, Business Psychology, Organizational Development, Collaboration, Communication, Marketing, Sales, Strategy, Strategy and Operations",3 - 6 Months,check out the website in given url for more information,FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/learn/international-organizations-management
Architecting Solutions on AWS,Amazon Web Services,Intermediate,4.8,"Software Architecture,Data Analysis,Data Visualization,AWS Account Management,"," Amazon Web Services, Cloud Computing, Cloud Storage, Cloud Applications, Cloud Engineering, Cloud Infrastructure, Cloud Management, Cloud Platforms, Cloud-Based Integration, Database Design, Data Analysis, Software Architecture, Data Visualization",3 - 6 Months,Morgan Willis,FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/learn/architecting-solutions-on-aws
Palo Alto Networks Cybersecurity,Palo Alto Networks,Beginner,4.6,"Examine the cybersecurity landscape, attack threat vectors, vulnerabilities, and risks. ,Examine the cybersecurity landscape, attack threat vectors, vulnerabilities, and risks. ,Describe the basics of cryptography including encryption.,Describe the basics of cryptography including encryption.,"," Network Security, Security Engineering, Computer Networking, System Security, Software Security, Network Architecture, Cloud Computing, Computer Security Models, Strategy and Operations, Computer Security Incident Management, Operations Management, Security Software, Cyberattacks, Network Model, Security Strategy, Software As A Service, Cloud Applications, Cloud Infrastructure, Leadership and Management, Networking Hardware, Strategy, Cloud Management, Cloud Standards, Computer Architecture, Kubernetes, Software-Defined Networking",3 - 6 Months,James Dalton,FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/professional-certificates/palo-alto-networks-cybersecurity-fundamentals
Programming in Python,Meta,Beginner,4.6,"Foundational programming skills with basic Python Syntax.,Foundational programming skills with basic Python Syntax.,How to use objects, classes and methods.,How to use objects, classes and methods.,"," Python Programming, Programming Principles, Big Data, Software Testing, Algorithms, Computer Programming, Django (Web Framework), Tensorflow",3 - 6 Months,Taught by Meta Staff,FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/learn/programming-in-python
Financial Reporting,University of Illinois at Urbana-Champaign,Intermediate,4.7,"Accounting,Accounting Analysis,Financial Statement,"," Accounting, Financial Accounting, General Accounting, Generally Accepted Accounting Principles (GAAP), Financial Analysis, Finance, Accounts Payable and Receivable, Financial Management, Management Accounting, Cost Accounting, Leadership and Management, Account Management, Inventory Management",3 - 6 Months,"Wei Li, PhD, CPA",FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/specializations/financial-reporting
Microsoft PL-300 Exam Preparation and Practice,Microsoft,Beginner,4.5,"How to prepare the data with Power BI.,How to prepare the data with Power BI.,How to Model the data in Power BI.,How to Model the data in Power BI.,How to visualize and analyze the data with Power BI.,How to visualize and analyze the data with Power BI.,,,How to deploy and maintain Power BI assets.,How to deploy and maintain Power BI assets.,", Data Analysis,3 - 6 Months, Microsoft,FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/learn/microsoft-pl-300-exam-preparation-and-practice
Suicide Prevention,Wesleyan University,Beginner,4.6,"Basic facts about suicidal thoughts and behaviors,Basic facts about suicidal thoughts and behaviors,The historical and modern understanding of suicide,The historical and modern understanding of suicide,An overview of different types of prevention and intervention approached for suicide,An overview of different types of prevention and intervention approached for suicide,", Epidemiology,3 - 6 Months,check out the website in given url for more information,FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/learn/suicide-prevention
The Nuts and Bolts of Machine Learning,Google,Advanced,4.8,"Identify characteristics of the different types of machine learning ,Identify characteristics of the different types of machine learning ,Prepare data for machine learning models ,Prepare data for machine learning models ,Build and evaluate supervised and unsupervised learning models using Python,Build and evaluate supervised and unsupervised learning models using Python,Demonstrate proper model and metric selection for a machine learning algorithm,Demonstrate proper model and metric selection for a machine learning algorithm,"," Machine Learning, Python Programming",3 - 6 Months,Google Career Certificates,FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/learn/the-nuts-and-bolts-of-machine-learning
Understanding Einstein: The Special Theory of Relativity,Stanford University,Beginner,4.9,check out the website in given url for more information, Critical Thinking,3 - 6 Months,check out the website in given url for more information,FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/learn/einstein-relativity
Introduction to Operations Management,University of Pennsylvania,Beginner,4.4,"You will learn to analyze processes, optimize flow, and manage variability, driving improvements and achieving excellence in operations management.,You will learn to analyze processes, optimize flow, and manage variability, driving improvements and achieving excellence in operations management.,"," Leadership and Management, Operations Management",3 - 6 Months,Christian Terwiesch,FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/learn/wharton-operations
Leading Healthcare Quality and Safety,The George Washington University,Beginner,4.8,check out the website in given url for more information, Leadership and Management,3 - 6 Months,check out the website in given url for more information,FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/learn/quality-healthcare
TOEFL Preparation,"University of California, Irvine",Beginner,4.5,check out the website in given url for more information," Strategy, Writing",3 - 6 Months,Helen Nam,FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/specializations/toefl-preparation
